dteday,season,weekday,workingday,casual,registered,cnt,season_map,week_map,workday_map
2012-01-01,1,0,0,686,1608,2294,Spring,Sunday,Holiday
2012-01-02,1,1,0,244,1707,1951,Spring,Monday,Holiday
2012-01-03,1,2,1,89,2147,2236,Spring,Tuesday,Work
2012-01-04,1,3,1,95,2273,2368,Spring,Wednesday,Work
2012-01-05,1,4,1,140,3132,3272,Spring,Thursday,Work
2012-01-06,1,5,1,307,3791,4098,Spring,Friday,Work
2012-01-07,1,6,0,1070,3451,4521,Spring,Saturday,Holiday
2012-01-08,1,0,0,599,2826,3425,Spring,Sunday,Holiday
2012-01-09,1,1,1,106,2270,2376,Spring,Monday,Work
2012-01-10,1,2,1,173,3425,3598,Spring,Tuesday,Work
2012-01-11,1,3,1,92,2085,2177,Spring,Wednesday,Work
2012-01-12,1,4,1,269,3828,4097,Spring,Thursday,Work
2012-01-13,1,5,1,174,3040,3214,Spring,Friday,Work
2012-01-14,1,6,0,333,2160,2493,Spring,Saturday,Holiday
2012-01-15,1,0,0,284,2027,2311,Spring,Sunday,Holiday
2012-01-16,1,1,0,217,2081,2298,Spring,Monday,Holiday
2012-01-17,1,2,1,127,2808,2935,Spring,Tuesday,Work
2012-01-18,1,3,1,109,3267,3376,Spring,Wednesday,Work
2012-01-19,1,4,1,130,3162,3292,Spring,Thursday,Work
2012-01-20,1,5,1,115,3048,3163,Spring,Friday,Work
2012-01-21,1,6,0,67,1234,1301,Spring,Saturday,Holiday
2012-01-22,1,0,0,196,1781,1977,Spring,Sunday,Holiday
2012-01-23,1,1,1,145,2287,2432,Spring,Monday,Work
2012-01-24,1,2,1,439,3900,4339,Spring,Tuesday,Work
2012-01-25,1,3,1,467,3803,4270,Spring,Wednesday,Work
2012-01-26,1,4,1,244,3831,4075,Spring,Thursday,Work
2012-01-27,1,5,1,269,3187,3456,Spring,Friday,Work
2012-01-28,1,6,0,775,3248,4023,Spring,Saturday,Holiday
2012-01-29,1,0,0,558,2685,3243,Spring,Sunday,Holiday
2012-01-30,1,1,1,126,3498,3624,Spring,Monday,Work
2012-01-31,1,2,1,324,4185,4509,Spring,Tuesday,Work
2012-02-01,1,3,1,304,4275,4579,Spring,Wednesday,Work
2012-02-02,1,4,1,190,3571,3761,Spring,Thursday,Work
2012-02-03,1,5,1,310,3841,4151,Spring,Friday,Work
2012-02-04,1,6,0,384,2448,2832,Spring,Saturday,Holiday
2012-02-05,1,0,0,318,2629,2947,Spring,Sunday,Holiday
2012-02-06,1,1,1,206,3578,3784,Spring,Monday,Work
2012-02-07,1,2,1,199,4176,4375,Spring,Tuesday,Work
2012-02-08,1,3,1,109,2693,2802,Spring,Wednesday,Work
2012-02-09,1,4,1,163,3667,3830,Spring,Thursday,Work
2012-02-10,1,5,1,227,3604,3831,Spring,Friday,Work
2012-02-11,1,6,0,192,1977,2169,Spring,Saturday,Holiday
2012-02-12,1,0,0,73,1456,1529,Spring,Sunday,Holiday
2012-02-13,1,1,1,94,3328,3422,Spring,Monday,Work
2012-02-14,1,2,1,135,3787,3922,Spring,Tuesday,Work
2012-02-15,1,3,1,141,4028,4169,Spring,Wednesday,Work
2012-02-16,1,4,1,74,2931,3005,Spring,Thursday,Work
2012-02-17,1,5,1,349,3805,4154,Spring,Friday,Work
2012-02-18,1,6,0,1435,2883,4318,Spring,Saturday,Holiday
2012-02-19,1,0,0,618,2071,2689,Spring,Sunday,Holiday
2012-02-20,1,1,0,502,2627,3129,Spring,Monday,Holiday
2012-02-21,1,2,1,163,3614,3777,Spring,Tuesday,Work
2012-02-22,1,3,1,394,4379,4773,Spring,Wednesday,Work
2012-02-23,1,4,1,516,4546,5062,Spring,Thursday,Work
2012-02-24,1,5,1,246,3241,3487,Spring,Friday,Work
2012-02-25,1,6,0,317,2415,2732,Spring,Saturday,Holiday
2012-02-26,1,0,0,515,2874,3389,Spring,Sunday,Holiday
2012-02-27,1,1,1,253,4069,4322,Spring,Monday,Work
2012-02-28,1,2,1,229,4134,4363,Spring,Tuesday,Work
2012-02-29,1,3,1,65,1769,1834,Spring,Wednesday,Work
2012-03-01,1,4,1,325,4665,4990,Spring,Thursday,Work
2012-03-02,1,5,1,246,2948,3194,Spring,Friday,Work
2012-03-03,1,6,0,956,3110,4066,Spring,Saturday,Holiday
2012-03-04,1,0,0,710,2713,3423,Spring,Sunday,Holiday
2012-03-05,1,1,1,203,3130,3333,Spring,Monday,Work
2012-03-06,1,2,1,221,3735,3956,Spring,Tuesday,Work
2012-03-07,1,3,1,432,4484,4916,Spring,Wednesday,Work
2012-03-08,1,4,1,486,4896,5382,Spring,Thursday,Work
2012-03-09,1,5,1,447,4122,4569,Spring,Friday,Work
2012-03-10,1,6,0,968,3150,4118,Spring,Saturday,Holiday
2012-03-11,1,0,0,1658,3253,4911,Spring,Sunday,Holiday
2012-03-12,1,1,1,838,4460,5298,Spring,Monday,Work
2012-03-13,1,2,1,762,5085,5847,Spring,Tuesday,Work
2012-03-14,1,3,1,997,5315,6312,Spring,Wednesday,Work
2012-03-15,1,4,1,1005,5187,6192,Spring,Thursday,Work
2012-03-16,1,5,1,548,3830,4378,Spring,Friday,Work
2012-03-17,1,6,0,3155,4681,7836,Spring,Saturday,Holiday
2012-03-18,1,0,0,2207,3685,5892,Spring,Sunday,Holiday
2012-03-19,1,1,1,982,5171,6153,Spring,Monday,Work
2012-03-20,1,2,1,1051,5042,6093,Spring,Tuesday,Work
2012-03-21,2,3,1,1122,5108,6230,Summer,Wednesday,Work
2012-03-22,2,4,1,1334,5537,6871,Summer,Thursday,Work
2012-03-23,2,5,1,2469,5893,8362,Summer,Friday,Work
2012-03-24,2,6,0,1033,2339,3372,Summer,Saturday,Holiday
2012-03-25,2,0,0,1532,3464,4996,Summer,Sunday,Holiday
2012-03-26,2,1,1,795,4763,5558,Summer,Monday,Work
2012-03-27,2,2,1,531,4571,5102,Summer,Tuesday,Work
2012-03-28,2,3,1,674,5024,5698,Summer,Wednesday,Work
2012-03-29,2,4,1,834,5299,6133,Summer,Thursday,Work
2012-03-30,2,5,1,796,4663,5459,Summer,Friday,Work
2012-03-31,2,6,0,2301,3934,6235,Summer,Saturday,Holiday
2012-04-01,2,0,0,2347,3694,6041,Summer,Sunday,Holiday
2012-04-02,2,1,1,1208,4728,5936,Summer,Monday,Work
2012-04-03,2,2,1,1348,5424,6772,Summer,Tuesday,Work
2012-04-04,2,3,1,1058,5378,6436,Summer,Wednesday,Work
2012-04-05,2,4,1,1192,5265,6457,Summer,Thursday,Work
2012-04-06,2,5,1,1807,4653,6460,Summer,Friday,Work
2012-04-07,2,6,0,3252,3605,6857,Summer,Saturday,Holiday
2012-04-08,2,0,0,2230,2939,5169,Summer,Sunday,Holiday
2012-04-09,2,1,1,905,4680,5585,Summer,Monday,Work
2012-04-10,2,2,1,819,5099,5918,Summer,Tuesday,Work
2012-04-11,2,3,1,482,4380,4862,Summer,Wednesday,Work
2012-04-12,2,4,1,663,4746,5409,Summer,Thursday,Work
2012-04-13,2,5,1,1252,5146,6398,Summer,Friday,Work
2012-04-14,2,6,0,2795,4665,7460,Summer,Saturday,Holiday
2012-04-15,2,0,0,2846,4286,7132,Summer,Sunday,Holiday
2012-04-16,2,1,0,1198,5172,6370,Summer,Monday,Holiday
2012-04-17,2,2,1,989,5702,6691,Summer,Tuesday,Work
2012-04-18,2,3,1,347,4020,4367,Summer,Wednesday,Work
2012-04-19,2,4,1,846,5719,6565,Summer,Thursday,Work
2012-04-20,2,5,1,1340,5950,7290,Summer,Friday,Work
2012-04-21,2,6,0,2541,4083,6624,Summer,Saturday,Holiday
2012-04-22,2,0,0,120,907,1027,Summer,Sunday,Holiday
2012-04-23,2,1,1,195,3019,3214,Summer,Monday,Work
2012-04-24,2,2,1,518,5115,5633,Summer,Tuesday,Work
2012-04-25,2,3,1,655,5541,6196,Summer,Wednesday,Work
2012-04-26,2,4,1,475,4551,5026,Summer,Thursday,Work
2012-04-27,2,5,1,1014,5219,6233,Summer,Friday,Work
2012-04-28,2,6,0,1120,3100,4220,Summer,Saturday,Holiday
2012-04-29,2,0,0,2229,4075,6304,Summer,Sunday,Holiday
2012-04-30,2,1,1,665,4907,5572,Summer,Monday,Work
2012-05-01,2,2,1,653,5087,5740,Summer,Tuesday,Work
2012-05-02,2,3,1,667,5502,6169,Summer,Wednesday,Work
2012-05-03,2,4,1,764,5657,6421,Summer,Thursday,Work
2012-05-04,2,5,1,1069,5227,6296,Summer,Friday,Work
2012-05-05,2,6,0,2496,4387,6883,Summer,Saturday,Holiday
2012-05-06,2,0,0,2135,4224,6359,Summer,Sunday,Holiday
2012-05-07,2,1,1,1008,5265,6273,Summer,Monday,Work
2012-05-08,2,2,1,738,4990,5728,Summer,Tuesday,Work
2012-05-09,2,3,1,620,4097,4717,Summer,Wednesday,Work
2012-05-10,2,4,1,1026,5546,6572,Summer,Thursday,Work
2012-05-11,2,5,1,1319,5711,7030,Summer,Friday,Work
2012-05-12,2,6,0,2622,4807,7429,Summer,Saturday,Holiday
2012-05-13,2,0,0,2172,3946,6118,Summer,Sunday,Holiday
2012-05-14,2,1,1,342,2501,2843,Summer,Monday,Work
2012-05-15,2,2,1,625,4490,5115,Summer,Tuesday,Work
2012-05-16,2,3,1,991,6433,7424,Summer,Wednesday,Work
2012-05-17,2,4,1,1242,6142,7384,Summer,Thursday,Work
2012-05-18,2,5,1,1521,6118,7639,Summer,Friday,Work
2012-05-19,2,6,0,3410,4884,8294,Summer,Saturday,Holiday
2012-05-20,2,0,0,2704,4425,7129,Summer,Sunday,Holiday
2012-05-21,2,1,1,630,3729,4359,Summer,Monday,Work
2012-05-22,2,2,1,819,5254,6073,Summer,Tuesday,Work
2012-05-23,2,3,1,766,4494,5260,Summer,Wednesday,Work
2012-05-24,2,4,1,1059,5711,6770,Summer,Thursday,Work
2012-05-25,2,5,1,1417,5317,6734,Summer,Friday,Work
2012-05-26,2,6,0,2855,3681,6536,Summer,Saturday,Holiday
2012-05-27,2,0,0,3283,3308,6591,Summer,Sunday,Holiday
2012-05-28,2,1,0,2557,3486,6043,Summer,Monday,Holiday
2012-05-29,2,2,1,880,4863,5743,Summer,Tuesday,Work
2012-05-30,2,3,1,745,6110,6855,Summer,Wednesday,Work
2012-05-31,2,4,1,1100,6238,7338,Summer,Thursday,Work
2012-06-01,2,5,1,533,3594,4127,Summer,Friday,Work
2012-06-02,2,6,0,2795,5325,8120,Summer,Saturday,Holiday
2012-06-03,2,0,0,2494,5147,7641,Summer,Sunday,Holiday
2012-06-04,2,1,1,1071,5927,6998,Summer,Monday,Work
2012-06-05,2,2,1,968,6033,7001,Summer,Tuesday,Work
2012-06-06,2,3,1,1027,6028,7055,Summer,Wednesday,Work
2012-06-07,2,4,1,1038,6456,7494,Summer,Thursday,Work
2012-06-08,2,5,1,1488,6248,7736,Summer,Friday,Work
2012-06-09,2,6,0,2708,4790,7498,Summer,Saturday,Holiday
2012-06-10,2,0,0,2224,4374,6598,Summer,Sunday,Holiday
2012-06-11,2,1,1,1017,5647,6664,Summer,Monday,Work
2012-06-12,2,2,1,477,4495,4972,Summer,Tuesday,Work
2012-06-13,2,3,1,1173,6248,7421,Summer,Wednesday,Work
2012-06-14,2,4,1,1180,6183,7363,Summer,Thursday,Work
2012-06-15,2,5,1,1563,6102,7665,Summer,Friday,Work
2012-06-16,2,6,0,2963,4739,7702,Summer,Saturday,Holiday
2012-06-17,2,0,0,2634,4344,6978,Summer,Sunday,Holiday
2012-06-18,2,1,1,653,4446,5099,Summer,Monday,Work
2012-06-19,2,2,1,968,5857,6825,Summer,Tuesday,Work
2012-06-20,2,3,1,872,5339,6211,Summer,Wednesday,Work
2012-06-21,3,4,1,778,5127,5905,Fall,Thursday,Work
2012-06-22,3,5,1,964,4859,5823,Fall,Friday,Work
2012-06-23,3,6,0,2657,4801,7458,Fall,Saturday,Holiday
2012-06-24,3,0,0,2551,4340,6891,Fall,Sunday,Holiday
2012-06-25,3,1,1,1139,5640,6779,Fall,Monday,Work
2012-06-26,3,2,1,1077,6365,7442,Fall,Tuesday,Work
2012-06-27,3,3,1,1077,6258,7335,Fall,Wednesday,Work
2012-06-28,3,4,1,921,5958,6879,Fall,Thursday,Work
2012-06-29,3,5,1,829,4634,5463,Fall,Friday,Work
2012-06-30,3,6,0,1455,4232,5687,Fall,Saturday,Holiday
2012-07-01,3,0,0,1421,4110,5531,Fall,Sunday,Holiday
2012-07-02,3,1,1,904,5323,6227,Fall,Monday,Work
2012-07-03,3,2,1,1052,5608,6660,Fall,Tuesday,Work
2012-07-04,3,3,0,2562,4841,7403,Fall,Wednesday,Holiday
2012-07-05,3,4,1,1405,4836,6241,Fall,Thursday,Work
2012-07-06,3,5,1,1366,4841,6207,Fall,Friday,Work
2012-07-07,3,6,0,1448,3392,4840,Fall,Saturday,Holiday
2012-07-08,3,0,0,1203,3469,4672,Fall,Sunday,Holiday
2012-07-09,3,1,1,998,5571,6569,Fall,Monday,Work
2012-07-10,3,2,1,954,5336,6290,Fall,Tuesday,Work
2012-07-11,3,3,1,975,6289,7264,Fall,Wednesday,Work
2012-07-12,3,4,1,1032,6414,7446,Fall,Thursday,Work
2012-07-13,3,5,1,1511,5988,7499,Fall,Friday,Work
2012-07-14,3,6,0,2355,4614,6969,Fall,Saturday,Holiday
2012-07-15,3,0,0,1920,4111,6031,Fall,Sunday,Holiday
2012-07-16,3,1,1,1088,5742,6830,Fall,Monday,Work
2012-07-17,3,2,1,921,5865,6786,Fall,Tuesday,Work
2012-07-18,3,3,1,799,4914,5713,Fall,Wednesday,Work
2012-07-19,3,4,1,888,5703,6591,Fall,Thursday,Work
2012-07-20,3,5,1,747,5123,5870,Fall,Friday,Work
2012-07-21,3,6,0,1264,3195,4459,Fall,Saturday,Holiday
2012-07-22,3,0,0,2544,4866,7410,Fall,Sunday,Holiday
2012-07-23,3,1,1,1135,5831,6966,Fall,Monday,Work
2012-07-24,3,2,1,1140,6452,7592,Fall,Tuesday,Work
2012-07-25,3,3,1,1383,6790,8173,Fall,Wednesday,Work
2012-07-26,3,4,1,1036,5825,6861,Fall,Thursday,Work
2012-07-27,3,5,1,1259,5645,6904,Fall,Friday,Work
2012-07-28,3,6,0,2234,4451,6685,Fall,Saturday,Holiday
2012-07-29,3,0,0,2153,4444,6597,Fall,Sunday,Holiday
2012-07-30,3,1,1,1040,6065,7105,Fall,Monday,Work
2012-07-31,3,2,1,968,6248,7216,Fall,Tuesday,Work
2012-08-01,3,3,1,1074,6506,7580,Fall,Wednesday,Work
2012-08-02,3,4,1,983,6278,7261,Fall,Thursday,Work
2012-08-03,3,5,1,1328,5847,7175,Fall,Friday,Work
2012-08-04,3,6,0,2345,4479,6824,Fall,Saturday,Holiday
2012-08-05,3,0,0,1707,3757,5464,Fall,Sunday,Holiday
2012-08-06,3,1,1,1233,5780,7013,Fall,Monday,Work
2012-08-07,3,2,1,1278,5995,7273,Fall,Tuesday,Work
2012-08-08,3,3,1,1263,6271,7534,Fall,Wednesday,Work
2012-08-09,3,4,1,1196,6090,7286,Fall,Thursday,Work
2012-08-10,3,5,1,1065,4721,5786,Fall,Friday,Work
2012-08-11,3,6,0,2247,4052,6299,Fall,Saturday,Holiday
2012-08-12,3,0,0,2182,4362,6544,Fall,Sunday,Holiday
2012-08-13,3,1,1,1207,5676,6883,Fall,Monday,Work
2012-08-14,3,2,1,1128,5656,6784,Fall,Tuesday,Work
2012-08-15,3,3,1,1198,6149,7347,Fall,Wednesday,Work
2012-08-16,3,4,1,1338,6267,7605,Fall,Thursday,Work
2012-08-17,3,5,1,1483,5665,7148,Fall,Friday,Work
2012-08-18,3,6,0,2827,5038,7865,Fall,Saturday,Holiday
2012-08-19,3,0,0,1208,3341,4549,Fall,Sunday,Holiday
2012-08-20,3,1,1,1026,5504,6530,Fall,Monday,Work
2012-08-21,3,2,1,1081,5925,7006,Fall,Tuesday,Work
2012-08-22,3,3,1,1094,6281,7375,Fall,Wednesday,Work
2012-08-23,3,4,1,1363,6402,7765,Fall,Thursday,Work
2012-08-24,3,5,1,1325,6257,7582,Fall,Friday,Work
2012-08-25,3,6,0,1829,4224,6053,Fall,Saturday,Holiday
2012-08-26,3,0,0,1483,3772,5255,Fall,Sunday,Holiday
2012-08-27,3,1,1,989,5928,6917,Fall,Monday,Work
2012-08-28,3,2,1,935,6105,7040,Fall,Tuesday,Work
2012-08-29,3,3,1,1177,6520,7697,Fall,Wednesday,Work
2012-08-30,3,4,1,1172,6541,7713,Fall,Thursday,Work
2012-08-31,3,5,1,1433,5917,7350,Fall,Friday,Work
2012-09-01,3,6,0,2352,3788,6140,Fall,Saturday,Holiday
2012-09-02,3,0,0,2613,3197,5810,Fall,Sunday,Holiday
2012-09-03,3,1,0,1965,4069,6034,Fall,Monday,Holiday
2012-09-04,3,2,1,867,5997,6864,Fall,Tuesday,Work
2012-09-05,3,3,1,832,6280,7112,Fall,Wednesday,Work
2012-09-06,3,4,1,611,5592,6203,Fall,Thursday,Work
2012-09-07,3,5,1,1045,6459,7504,Fall,Friday,Work
2012-09-08,3,6,0,1557,4419,5976,Fall,Saturday,Holiday
2012-09-09,3,0,0,2570,5657,8227,Fall,Sunday,Holiday
2012-09-10,3,1,1,1118,6407,7525,Fall,Monday,Work
2012-09-11,3,2,1,1070,6697,7767,Fall,Tuesday,Work
2012-09-12,3,3,1,1050,6820,7870,Fall,Wednesday,Work
2012-09-13,3,4,1,1054,6750,7804,Fall,Thursday,Work
2012-09-14,3,5,1,1379,6630,8009,Fall,Friday,Work
2012-09-15,3,6,0,3160,5554,8714,Fall,Saturday,Holiday
2012-09-16,3,0,0,2166,5167,7333,Fall,Sunday,Holiday
2012-09-17,3,1,1,1022,5847,6869,Fall,Monday,Work
2012-09-18,3,2,1,371,3702,4073,Fall,Tuesday,Work
2012-09-19,3,3,1,788,6803,7591,Fall,Wednesday,Work
2012-09-20,3,4,1,939,6781,7720,Fall,Thursday,Work
2012-09-21,3,5,1,1250,6917,8167,Fall,Friday,Work
2012-09-22,3,6,0,2512,5883,8395,Fall,Saturday,Holiday
2012-09-23,4,0,0,2454,5453,7907,Winter,Sunday,Holiday
2012-09-24,4,1,1,1001,6435,7436,Winter,Monday,Work
2012-09-25,4,2,1,845,6693,7538,Winter,Tuesday,Work
2012-09-26,4,3,1,787,6946,7733,Winter,Wednesday,Work
2012-09-27,4,4,1,751,6642,7393,Winter,Thursday,Work
2012-09-28,4,5,1,1045,6370,7415,Winter,Friday,Work
2012-09-29,4,6,0,2589,5966,8555,Winter,Saturday,Holiday
2012-09-30,4,0,0,2015,4874,6889,Winter,Sunday,Holiday
2012-10-01,4,1,1,763,6015,6778,Winter,Monday,Work
2012-10-02,4,2,1,315,4324,4639,Winter,Tuesday,Work
2012-10-03,4,3,1,728,6844,7572,Winter,Wednesday,Work
2012-10-04,4,4,1,891,6437,7328,Winter,Thursday,Work
2012-10-05,4,5,1,1516,6640,8156,Winter,Friday,Work
2012-10-06,4,6,0,3031,4934,7965,Winter,Saturday,Holiday
2012-10-07,4,0,0,781,2729,3510,Winter,Sunday,Holiday
2012-10-08,4,1,0,874,4604,5478,Winter,Monday,Holiday
2012-10-09,4,2,1,601,5791,6392,Winter,Tuesday,Work
2012-10-10,4,3,1,780,6911,7691,Winter,Wednesday,Work
2012-10-11,4,4,1,834,6736,7570,Winter,Thursday,Work
2012-10-12,4,5,1,1060,6222,7282,Winter,Friday,Work
2012-10-13,4,6,0,2252,4857,7109,Winter,Saturday,Holiday
2012-10-14,4,0,0,2080,4559,6639,Winter,Sunday,Holiday
2012-10-15,4,1,1,760,5115,5875,Winter,Monday,Work
2012-10-16,4,2,1,922,6612,7534,Winter,Tuesday,Work
2012-10-17,4,3,1,979,6482,7461,Winter,Wednesday,Work
2012-10-18,4,4,1,1008,6501,7509,Winter,Thursday,Work
2012-10-19,4,5,1,753,4671,5424,Winter,Friday,Work
2012-10-20,4,6,0,2806,5284,8090,Winter,Saturday,Holiday
2012-10-21,4,0,0,2132,4692,6824,Winter,Sunday,Holiday
2012-10-22,4,1,1,830,6228,7058,Winter,Monday,Work
2012-10-23,4,2,1,841,6625,7466,Winter,Tuesday,Work
2012-10-24,4,3,1,795,6898,7693,Winter,Wednesday,Work
2012-10-25,4,4,1,875,6484,7359,Winter,Thursday,Work
2012-10-26,4,5,1,1182,6262,7444,Winter,Friday,Work
2012-10-27,4,6,0,2643,5209,7852,Winter,Saturday,Holiday
2012-10-28,4,0,0,998,3461,4459,Winter,Sunday,Holiday
2012-10-29,4,1,1,2,20,22,Winter,Monday,Work
2012-10-30,4,2,1,87,1009,1096,Winter,Tuesday,Work
2012-10-31,4,3,1,419,5147,5566,Winter,Wednesday,Work
2012-11-01,4,4,1,466,5520,5986,Winter,Thursday,Work
2012-11-02,4,5,1,618,5229,5847,Winter,Friday,Work
2012-11-03,4,6,0,1029,4109,5138,Winter,Saturday,Holiday
2012-11-04,4,0,0,1201,3906,5107,Winter,Sunday,Holiday
2012-11-05,4,1,1,378,4881,5259,Winter,Monday,Work
2012-11-06,4,2,1,466,5220,5686,Winter,Tuesday,Work
2012-11-07,4,3,1,326,4709,5035,Winter,Wednesday,Work
2012-11-08,4,4,1,340,4975,5315,Winter,Thursday,Work
2012-11-09,4,5,1,709,5283,5992,Winter,Friday,Work
2012-11-10,4,6,0,2090,4446,6536,Winter,Saturday,Holiday
2012-11-11,4,0,0,2290,4562,6852,Winter,Sunday,Holiday
2012-11-12,4,1,0,1097,5172,6269,Winter,Monday,Holiday
2012-11-13,4,2,1,327,3767,4094,Winter,Tuesday,Work
2012-11-14,4,3,1,373,5122,5495,Winter,Wednesday,Work
2012-11-15,4,4,1,320,5125,5445,Winter,Thursday,Work
2012-11-16,4,5,1,484,5214,5698,Winter,Friday,Work
2012-11-17,4,6,0,1313,4316,5629,Winter,Saturday,Holiday
2012-11-18,4,0,0,922,3747,4669,Winter,Sunday,Holiday
2012-11-19,4,1,1,449,5050,5499,Winter,Monday,Work
2012-11-20,4,2,1,534,5100,5634,Winter,Tuesday,Work
2012-11-21,4,3,1,615,4531,5146,Winter,Wednesday,Work
2012-11-22,4,4,0,955,1470,2425,Winter,Thursday,Holiday
2012-11-23,4,5,1,1603,2307,3910,Winter,Friday,Work
2012-11-24,4,6,0,532,1745,2277,Winter,Saturday,Holiday
2012-11-25,4,0,0,309,2115,2424,Winter,Sunday,Holiday
2012-11-26,4,1,1,337,4750,5087,Winter,Monday,Work
2012-11-27,4,2,1,123,3836,3959,Winter,Tuesday,Work
2012-11-28,4,3,1,198,5062,5260,Winter,Wednesday,Work
2012-11-29,4,4,1,243,5080,5323,Winter,Thursday,Work
2012-11-30,4,5,1,362,5306,5668,Winter,Friday,Work
2012-12-01,4,6,0,951,4240,5191,Winter,Saturday,Holiday
2012-12-02,4,0,0,892,3757,4649,Winter,Sunday,Holiday
2012-12-03,4,1,1,555,5679,6234,Winter,Monday,Work
2012-12-04,4,2,1,551,6055,6606,Winter,Tuesday,Work
2012-12-05,4,3,1,331,5398,5729,Winter,Wednesday,Work
2012-12-06,4,4,1,340,5035,5375,Winter,Thursday,Work
2012-12-07,4,5,1,349,4659,5008,Winter,Friday,Work
2012-12-08,4,6,0,1153,4429,5582,Winter,Saturday,Holiday
2012-12-09,4,0,0,441,2787,3228,Winter,Sunday,Holiday
2012-12-10,4,1,1,329,4841,5170,Winter,Monday,Work
2012-12-11,4,2,1,282,5219,5501,Winter,Tuesday,Work
2012-12-12,4,3,1,310,5009,5319,Winter,Wednesday,Work
2012-12-13,4,4,1,425,5107,5532,Winter,Thursday,Work
2012-12-14,4,5,1,429,5182,5611,Winter,Friday,Work
2012-12-15,4,6,0,767,4280,5047,Winter,Saturday,Holiday
2012-12-16,4,0,0,538,3248,3786,Winter,Sunday,Holiday
2012-12-17,4,1,1,212,4373,4585,Winter,Monday,Work
2012-12-18,4,2,1,433,5124,5557,Winter,Tuesday,Work
2012-12-19,4,3,1,333,4934,5267,Winter,Wednesday,Work
2012-12-20,4,4,1,314,3814,4128,Winter,Thursday,Work
2012-12-21,1,5,1,221,3402,3623,Spring,Friday,Work
2012-12-22,1,6,0,205,1544,1749,Spring,Saturday,Holiday
2012-12-23,1,0,0,408,1379,1787,Spring,Sunday,Holiday
2012-12-24,1,1,1,174,746,920,Spring,Monday,Work
2012-12-25,1,2,0,440,573,1013,Spring,Tuesday,Holiday
2012-12-26,1,3,1,9,432,441,Spring,Wednesday,Work
2012-12-27,1,4,1,247,1867,2114,Spring,Thursday,Work
2012-12-28,1,5,1,644,2451,3095,Spring,Friday,Work
2012-12-29,1,6,0,159,1182,1341,Spring,Saturday,Holiday
2012-12-30,1,0,0,364,1432,1796,Spring,Sunday,Holiday
2012-12-31,1,1,1,439,2290,2729,Spring,Monday,Work
